location_set_version_id,location_set_id,location_id,ihme_loc_id,location_name,level,parent_id,path_to_top_parent,region_id,region_name,super_region_id,super_region_name,sort_order,location_ascii_name,location_name_short,location_type_id,location_type,is_estimate,most_detailed,lancet_label,local_id,developed,start_date,end_date,date_inserted,last_updated
714,35,35505,ITA_35505,Marche,4,86,"1,64,73,86,35505",73,Western Europe,64,High-income,277,Marche,Marche,3,admin1,1,1,Marche,IT-57,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35508,ITA_35508,Molise,4,86,"1,64,73,86,35508",73,Western Europe,64,High-income,278,Molise,Molise,3,admin1,1,1,Molise,IT-67,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35494,ITA_35494,Piemonte,4,86,"1,64,73,86,35494",73,Western Europe,64,High-income,279,Piemonte,Piemonte,3,admin1,1,1,Piemonte,IT-21,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35498,ITA_35498,Provincia autonoma di Bolzano,4,86,"1,64,73,86,35498",73,Western Europe,64,High-income,280,Provincia autonoma di Bolzano,Prov. autonoma di Bolzano,3,admin1,1,1,Prov. autonoma di Bolzano,IT-BZ,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35499,ITA_35499,Provincia autonoma di Trento,4,86,"1,64,73,86,35499",73,Western Europe,64,High-income,281,Provincia autonoma di Trento,Prov. autonoma di Trento,3,admin1,1,1,Prov. autonoma di Trento,IT-TN,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35510,ITA_35510,Puglia,4,86,"1,64,73,86,35510",73,Western Europe,64,High-income,282,Puglia,Puglia,3,admin1,1,1,Puglia,IT-75,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35514,ITA_35514,Sardegna,4,86,"1,64,73,86,35514",73,Western Europe,64,High-income,283,Sardegna,Sardegna,3,admin1,1,1,Sardegna,IT-88,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35513,ITA_35513,Sicilia,4,86,"1,64,73,86,35513",73,Western Europe,64,High-income,284,Sicilia,Sicilia,3,admin1,1,1,Sicilia,IT-82,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35503,ITA_35503,Toscana,4,86,"1,64,73,86,35503",73,Western Europe,64,High-income,285,Toscana,Toscana,3,admin1,1,1,Toscana,IT-52,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35504,ITA_35504,Umbria,4,86,"1,64,73,86,35504",73,Western Europe,64,High-income,286,Umbria,Umbria,3,admin1,1,1,Umbria,IT-55,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35495,ITA_35495,Valle d'Aosta,4,86,"1,64,73,86,35495",73,Western Europe,64,High-income,287,Valle d'Aosta,Valle d'Aosta,3,admin1,1,1,Valle d'Aosta,IT-23,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,35500,ITA_35500,Veneto,4,86,"1,64,73,86,35500",73,Western Europe,64,High-income,288,Veneto,Veneto,3,admin1,1,1,Veneto,IT-34,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,87,LUX,Luxembourg,3,73,"1,64,73,87",73,Western Europe,64,High-income,289,Luxembourg,Luxembourg,2,admin0,1,1,Luxembourg,LUX,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,88,MLT,Malta,3,73,"1,64,73,88",73,Western Europe,64,High-income,290,Malta,Malta,2,admin0,1,1,Malta,MLT,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,367,MCO,Monaco,3,73,"1,64,73,367",73,Western Europe,64,High-income,291,Monaco,Monaco,2,admin0,1,1,Monaco,MCO,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,89,NLD,Netherlands,3,73,"1,64,73,89",73,Western Europe,64,High-income,292,Netherlands,Netherlands,2,admin0,1,1,Netherlands,NLD,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,90,NOR,Norway,3,73,"1,64,73,90",73,Western Europe,64,High-income,293,Norway,Norway,2,admin0,0,0,Norway,NOR,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,60133,NOR_60133,Agder,4,90,"1,64,73,90,60133",73,Western Europe,64,High-income,294,Agder,Agder,3,admin1,1,1,Agder,,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,60135,NOR_60135,Innlandet,4,90,"1,64,73,90,60135",73,Western Europe,64,High-income,295,Innlandet,Innlandet,3,admin1,1,1,Innlandet,,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4923,NOR_4923,Møre og Romsdal,4,90,"1,64,73,90,4923",73,Western Europe,64,High-income,296,More og Romsdal,More og Romsdal,3,admin1,1,1,Møre og Romsdal,NO-15,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4926,NOR_4926,Nordland,4,90,"1,64,73,90,4926",73,Western Europe,64,High-income,297,Nordland,Nordland,3,admin1,1,1,Nordland,NO-18,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4910,NOR_4910,Oslo,4,90,"1,64,73,90,4910",73,Western Europe,64,High-income,298,Oslo,Oslo,3,admin1,1,1,Oslo,NO-03,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4920,NOR_4920,Rogaland,4,90,"1,64,73,90,4920",73,Western Europe,64,High-income,299,Rogaland,Rogaland,3,admin1,1,1,Rogaland,NO-11,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,60137,NOR_60137,Troms og Finnmark,4,90,"1,64,73,90,60137",73,Western Europe,64,High-income,300,Troms og Finnmark,Troms/Finnmark,3,admin1,1,1,Troms og Finnmark,,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,53432,NOR_53432,Trøndelag,4,90,"1,64,73,90,53432",73,Western Europe,64,High-income,301,Trondelag,Trondelag,3,admin1,1,1,Trøndelag,NO-50,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,60134,NOR_60134,Vestfold og Telemark,4,90,"1,64,73,90,60134",73,Western Europe,64,High-income,302,Vestfold og Telemark,Vestfold/Telemark,3,admin1,1,1,Vestfold og Telemark,,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,60132,NOR_60132,Vestland,4,90,"1,64,73,90,60132",73,Western Europe,64,High-income,303,Vestland,Vestland,3,admin1,1,1,Vestland,,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,60136,NOR_60136,Viken,4,90,"1,64,73,90,60136",73,Western Europe,64,High-income,304,Viken,Viken,3,admin1,1,1,Viken,,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,91,PRT,Portugal,3,73,"1,64,73,91",73,Western Europe,64,High-income,305,Portugal,Portugal,2,admin0,1,1,Portugal,PRT,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,396,SMR,San Marino,3,73,"1,64,73,396",73,Western Europe,64,High-income,306,San Marino,San Marino,2,admin0,1,1,San Marino,SMR,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,92,ESP,Spain,3,73,"1,64,73,92",73,Western Europe,64,High-income,307,Spain,Spain,2,admin0,1,1,Spain,ESP,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,93,SWE,Sweden,3,73,"1,64,73,93",73,Western Europe,64,High-income,308,Sweden,Sweden,2,admin0,0,0,Sweden,SWE,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4944,SWE_4944,Stockholm,4,93,"1,64,73,93,4944",73,Western Europe,64,High-income,309,Stockholm,Stockholm,4,admin2,1,1,Stockholm,SE11,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4940,SWE_4940,Sweden except Stockholm,4,93,"1,64,73,93,4940",73,Western Europe,64,High-income,310,Sweden except Stockholm,Sweden w/o Stockholm,3,admin1,1,1,Sweden except Stockholm,,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,94,CHE,Switzerland,3,73,"1,64,73,94",73,Western Europe,64,High-income,311,Switzerland,Switzerland,2,admin0,1,1,Switzerland,CHE,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,95,GBR,United Kingdom,3,73,"1,64,73,95",73,Western Europe,64,High-income,312,United Kingdom,United Kingdom,2,admin0,0,0,UK,GBR,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4749,GBR_4749,England,4,95,"1,64,73,95,4749",73,Western Europe,64,High-income,313,England,England,3,admin1,0,0,England,ENG,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4621,GBR_4621,East Midlands,5,4749,"1,64,73,95,4749,4621",73,Western Europe,64,High-income,314,East Midlands,E Midlands,3,admin1,0,0,East Midlands,UKF,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44697,GBR_44697,Derby,6,4621,"1,64,73,95,4749,4621,44697",73,Western Europe,64,High-income,315,Derby,Derby,16,health_districts,1,1,Derby,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44698,GBR_44698,Derbyshire,6,4621,"1,64,73,95,4749,4621,44698",73,Western Europe,64,High-income,316,Derbyshire,Derbyshire,16,health_districts,1,1,Derbyshire,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44701,GBR_44701,Leicester,6,4621,"1,64,73,95,4749,4621,44701",73,Western Europe,64,High-income,317,Leicester,Leicester,16,health_districts,1,1,Leicester,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44694,GBR_44694,Leicestershire,6,4621,"1,64,73,95,4749,4621,44694",73,Western Europe,64,High-income,318,Leicestershire,Leicestershire,16,health_districts,1,1,Leicestershire,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44695,GBR_44695,Lincolnshire,6,4621,"1,64,73,95,4749,4621,44695",73,Western Europe,64,High-income,319,Lincolnshire,Lincolnshire,16,health_districts,1,1,Lincolnshire,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44693,GBR_44693,Northamptonshire,6,4621,"1,64,73,95,4749,4621,44693",73,Western Europe,64,High-income,320,Northamptonshire,Northamptonshire,16,health_districts,1,1,Northamptonshire,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44700,GBR_44700,Nottingham,6,4621,"1,64,73,95,4749,4621,44700",73,Western Europe,64,High-income,321,Nottingham,Nottingham,16,health_districts,1,1,Nottingham,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44699,GBR_44699,Nottinghamshire,6,4621,"1,64,73,95,4749,4621,44699",73,Western Europe,64,High-income,322,Nottinghamshire,Nottinghamshire,16,health_districts,1,1,Nottinghamshire,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44696,GBR_44696,Rutland,6,4621,"1,64,73,95,4749,4621,44696",73,Western Europe,64,High-income,323,Rutland,Rutland,16,health_districts,1,1,Rutland,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4623,GBR_4623,East of England,5,4749,"1,64,73,95,4749,4623",73,Western Europe,64,High-income,324,East of England,E England,3,admin1,0,0,East of England,UKH,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44716,GBR_44716,Bedford,6,4623,"1,64,73,95,4749,4623,44716",73,Western Europe,64,High-income,325,Bedford,Bedford,16,health_districts,1,1,Bedford,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44721,GBR_44721,Cambridgeshire,6,4623,"1,64,73,95,4749,4623,44721",73,Western Europe,64,High-income,326,Cambridgeshire,Cambridgeshire,16,health_districts,1,1,Cambridgeshire,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44717,GBR_44717,Central Bedfordshire,6,4623,"1,64,73,95,4749,4623,44717",73,Western Europe,64,High-income,327,Central Bedfordshire,Cen Bedfordshire,16,health_districts,1,1,Central Bedfordshire,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44720,GBR_44720,Essex,6,4623,"1,64,73,95,4749,4623,44720",73,Western Europe,64,High-income,328,Essex,Essex,16,health_districts,1,1,Essex,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44719,GBR_44719,Hertfordshire,6,4623,"1,64,73,95,4749,4623,44719",73,Western Europe,64,High-income,329,Hertfordshire,Hertfordshire,16,health_districts,1,1,Hertfordshire,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44726,GBR_44726,Luton,6,4623,"1,64,73,95,4749,4623,44726",73,Western Europe,64,High-income,330,Luton,Luton,16,health_districts,1,1,Luton,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44723,GBR_44723,Norfolk,6,4623,"1,64,73,95,4749,4623,44723",73,Western Europe,64,High-income,331,Norfolk,Norfolk,16,health_districts,1,1,Norfolk,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44725,GBR_44725,Peterborough,6,4623,"1,64,73,95,4749,4623,44725",73,Western Europe,64,High-income,332,Peterborough,Peterborough,16,health_districts,1,1,Peterborough,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44724,GBR_44724,Southend-on-Sea,6,4623,"1,64,73,95,4749,4623,44724",73,Western Europe,64,High-income,333,Southend-on-Sea,Southend-on-Sea,16,health_districts,1,1,Southend-on-Sea,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44718,GBR_44718,Suffolk,6,4623,"1,64,73,95,4749,4623,44718",73,Western Europe,64,High-income,334,Suffolk,Suffolk,16,health_districts,1,1,Suffolk,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44722,GBR_44722,Thurrock,6,4623,"1,64,73,95,4749,4623,44722",73,Western Europe,64,High-income,335,Thurrock,Thurrock,16,health_districts,1,1,Thurrock,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4624,GBR_4624,Greater London,5,4749,"1,64,73,95,4749,4624",73,Western Europe,64,High-income,336,Greater London,Greater London,3,admin1,0,0,Greater London,UKI,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44754,GBR_44754,Barking and Dagenham,6,4624,"1,64,73,95,4749,4624,44754",73,Western Europe,64,High-income,337,Barking and Dagenham,Barking & Dagenham,16,health_districts,1,1,Barking and Dagenham,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44729,GBR_44729,Barnet,6,4624,"1,64,73,95,4749,4624,44729",73,Western Europe,64,High-income,338,Barnet,Barnet,16,health_districts,1,1,Barnet,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44732,GBR_44732,Bexley,6,4624,"1,64,73,95,4749,4624,44732",73,Western Europe,64,High-income,339,Bexley,Bexley,16,health_districts,1,1,Bexley,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44735,GBR_44735,Brent,6,4624,"1,64,73,95,4749,4624,44735",73,Western Europe,64,High-income,340,Brent,Brent,16,health_districts,1,1,Brent,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44731,GBR_44731,Bromley,6,4624,"1,64,73,95,4749,4624,44731",73,Western Europe,64,High-income,341,Bromley,Bromley,16,health_districts,1,1,Bromley,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44748,GBR_44748,Camden,6,4624,"1,64,73,95,4749,4624,44748",73,Western Europe,64,High-income,342,Camden,Camden,16,health_districts,1,1,Camden,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44742,GBR_44742,Croydon,6,4624,"1,64,73,95,4749,4624,44742",73,Western Europe,64,High-income,343,Croydon,Croydon,16,health_districts,1,1,Croydon,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44744,GBR_44744,Ealing,6,4624,"1,64,73,95,4749,4624,44744",73,Western Europe,64,High-income,344,Ealing,Ealing,16,health_districts,1,1,Ealing,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44741,GBR_44741,Enfield,6,4624,"1,64,73,95,4749,4624,44741",73,Western Europe,64,High-income,345,Enfield,Enfield,16,health_districts,1,1,Enfield,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44745,GBR_44745,Greenwich,6,4624,"1,64,73,95,4749,4624,44745",73,Western Europe,64,High-income,346,Greenwich,Greenwich,16,health_districts,1,1,Greenwich,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44756,GBR_44756,Hackney,6,4624,"1,64,73,95,4749,4624,44756",73,Western Europe,64,High-income,347,Hackney,Hackney,16,health_districts,1,1,Hackney,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44743,GBR_44743,Hammersmith and Fulham,6,4624,"1,64,73,95,4749,4624,44743",73,Western Europe,64,High-income,348,Hammersmith and Fulham,Hammersmith & Fulham,16,health_districts,1,1,Hammersmith and Fulham,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44755,GBR_44755,Haringey,6,4624,"1,64,73,95,4749,4624,44755",73,Western Europe,64,High-income,349,Haringey,Haringey,16,health_districts,1,1,Haringey,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44740,GBR_44740,Harrow,6,4624,"1,64,73,95,4749,4624,44740",73,Western Europe,64,High-income,350,Harrow,Harrow,16,health_districts,1,1,Harrow,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44737,GBR_44737,Havering,6,4624,"1,64,73,95,4749,4624,44737",73,Western Europe,64,High-income,351,Havering,Havering,16,health_districts,1,1,Havering,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44736,GBR_44736,Hillingdon,6,4624,"1,64,73,95,4749,4624,44736",73,Western Europe,64,High-income,352,Hillingdon,Hillingdon,16,health_districts,1,1,Hillingdon,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44751,GBR_44751,Hounslow,6,4624,"1,64,73,95,4749,4624,44751",73,Western Europe,64,High-income,353,Hounslow,Hounslow,16,health_districts,1,1,Hounslow,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44757,GBR_44757,Islington,6,4624,"1,64,73,95,4749,4624,44757",73,Western Europe,64,High-income,354,Islington,Islington,16,health_districts,1,1,Islington,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44728,GBR_44728,Kensington and Chelsea,6,4624,"1,64,73,95,4749,4624,44728",73,Western Europe,64,High-income,355,Kensington and Chelsea,Kensington & Chelsea,16,health_districts,1,1,Kensington and Chelsea,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44738,GBR_44738,Kingston upon Thames,6,4624,"1,64,73,95,4749,4624,44738",73,Western Europe,64,High-income,356,Kingston upon Thames,Kingston upon Thames,16,health_districts,1,1,Kingston upon Thames,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44749,GBR_44749,Lambeth,6,4624,"1,64,73,95,4749,4624,44749",73,Western Europe,64,High-income,357,Lambeth,Lambeth,16,health_districts,1,1,Lambeth,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44750,GBR_44750,Lewisham,6,4624,"1,64,73,95,4749,4624,44750",73,Western Europe,64,High-income,358,Lewisham,Lewisham,16,health_districts,1,1,Lewisham,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44734,GBR_44734,Merton,6,4624,"1,64,73,95,4749,4624,44734",73,Western Europe,64,High-income,359,Merton,Merton,16,health_districts,1,1,Merton,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44753,GBR_44753,Newham,6,4624,"1,64,73,95,4749,4624,44753",73,Western Europe,64,High-income,360,Newham,Newham,16,health_districts,1,1,Newham,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44733,GBR_44733,Redbridge,6,4624,"1,64,73,95,4749,4624,44733",73,Western Europe,64,High-income,361,Redbridge,Redbridge,16,health_districts,1,1,Redbridge,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44727,GBR_44727,Richmond upon Thames,6,4624,"1,64,73,95,4749,4624,44727",73,Western Europe,64,High-income,362,Richmond upon Thames,Richmond upon Thames,16,health_districts,1,1,Richmond upon Thames,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44752,GBR_44752,Southwark,6,4624,"1,64,73,95,4749,4624,44752",73,Western Europe,64,High-income,363,Southwark,Southwark,16,health_districts,1,1,Southwark,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44739,GBR_44739,Sutton,6,4624,"1,64,73,95,4749,4624,44739",73,Western Europe,64,High-income,364,Sutton,Sutton,16,health_districts,1,1,Sutton,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44758,GBR_44758,Tower Hamlets,6,4624,"1,64,73,95,4749,4624,44758",73,Western Europe,64,High-income,365,Tower Hamlets,Tower Hamlets,16,health_districts,1,1,Tower Hamlets,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44747,GBR_44747,Waltham Forest,6,4624,"1,64,73,95,4749,4624,44747",73,Western Europe,64,High-income,366,Waltham Forest,Waltham Forest,16,health_districts,1,1,Waltham Forest,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44746,GBR_44746,Wandsworth,6,4624,"1,64,73,95,4749,4624,44746",73,Western Europe,64,High-income,367,Wandsworth,Wandsworth,16,health_districts,1,1,Wandsworth,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44730,GBR_44730,Westminster,6,4624,"1,64,73,95,4749,4624,44730",73,Western Europe,64,High-income,368,Westminster,Westminster,16,health_districts,1,1,Westminster,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4618,GBR_4618,North East England,5,4749,"1,64,73,95,4749,4618",73,Western Europe,64,High-income,369,North East England,NE England,3,admin1,0,0,North East England,UKC,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44649,GBR_44649,County Durham,6,4618,"1,64,73,95,4749,4618,44649",73,Western Europe,64,High-income,370,County Durham,County Durham,16,health_districts,1,1,County Durham,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44643,GBR_44643,Darlington,6,4618,"1,64,73,95,4749,4618,44643",73,Western Europe,64,High-income,371,Darlington,Darlington,16,health_districts,1,1,Darlington,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44650,GBR_44650,Gateshead,6,4618,"1,64,73,95,4749,4618,44650",73,Western Europe,64,High-income,372,Gateshead,Gateshead,16,health_districts,1,1,Gateshead,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44654,GBR_44654,Hartlepool,6,4618,"1,64,73,95,4749,4618,44654",73,Western Europe,64,High-income,373,Hartlepool,Hartlepool,16,health_districts,1,1,Hartlepool,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44651,GBR_44651,Middlesbrough,6,4618,"1,64,73,95,4749,4618,44651",73,Western Europe,64,High-income,374,Middlesbrough,Middlesbrough,16,health_districts,1,1,Middlesbrough,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44646,GBR_44646,Newcastle upon Tyne,6,4618,"1,64,73,95,4749,4618,44646",73,Western Europe,64,High-income,375,Newcastle upon Tyne,Newcastle upon Tyne,16,health_districts,1,1,Newcastle upon Tyne,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44647,GBR_44647,North Tyneside,6,4618,"1,64,73,95,4749,4618,44647",73,Western Europe,64,High-income,376,North Tyneside,N Tyneside,16,health_districts,1,1,North Tyneside,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44644,GBR_44644,Northumberland,6,4618,"1,64,73,95,4749,4618,44644",73,Western Europe,64,High-income,377,Northumberland,Northumberland,16,health_districts,1,1,Northumberland,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44648,GBR_44648,Redcar and Cleveland,6,4618,"1,64,73,95,4749,4618,44648",73,Western Europe,64,High-income,378,Redcar and Cleveland,Redcar & Cleveland,16,health_districts,1,1,Redcar and Cleveland,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44652,GBR_44652,South Tyneside,6,4618,"1,64,73,95,4749,4618,44652",73,Western Europe,64,High-income,379,South Tyneside,S Tyneside,16,health_districts,1,1,South Tyneside,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44645,GBR_44645,Stockton-on-Tees,6,4618,"1,64,73,95,4749,4618,44645",73,Western Europe,64,High-income,380,Stockton-on-Tees,Stockton-on-Tees,16,health_districts,1,1,Stockton-on-Tees,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44653,GBR_44653,Sunderland,6,4618,"1,64,73,95,4749,4618,44653",73,Western Europe,64,High-income,381,Sunderland,Sunderland,16,health_districts,1,1,Sunderland,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,4619,GBR_4619,North West England,5,4749,"1,64,73,95,4749,4619",73,Western Europe,64,High-income,382,North West England,NW England,3,admin1,0,0,North West England,UKD,1,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44674,GBR_44674,Blackburn with Darwen,6,4619,"1,64,73,95,4749,4619,44674",73,Western Europe,64,High-income,383,Blackburn with Darwen,Blackburn with Darwen,16,health_districts,1,1,Blackburn with Darwen,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44676,GBR_44676,Blackpool,6,4619,"1,64,73,95,4749,4619,44676",73,Western Europe,64,High-income,384,Blackpool,Blackpool,16,health_districts,1,1,Blackpool,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44662,GBR_44662,Bolton,6,4619,"1,64,73,95,4749,4619,44662",73,Western Europe,64,High-income,385,Bolton,Bolton,16,health_districts,1,1,Bolton,,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
