location_set_version_id,location_set_id,location_id,ihme_loc_id,location_name,level,parent_id,path_to_top_parent,region_id,region_name,super_region_id,super_region_name,sort_order,location_ascii_name,location_name_short,location_type_id,location_type,is_estimate,most_detailed,lancet_label,local_id,developed,start_date,end_date,date_inserted,last_updated
714,35,44913,RUS_44913,Oryol oblast,4,62,"1,31,56,62,44913",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",90,Oryol oblast,Oryol,4,admin2,1,1,Oryol oblast,1154,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44957,RUS_44957,Penza oblast,4,62,"1,31,56,62,44957",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",91,Penza oblast,Penza,4,admin2,1,1,Penza oblast,1156,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44953,RUS_44953,Perm kray,4,62,"1,31,56,62,44953",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",92,Perm kray,Perm,4,admin2,1,1,Perm krai,1157,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44981,RUS_44981,Primorsky kray,4,62,"1,31,56,62,44981",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",93,Primorsky kray,Primorsky,4,admin2,1,1,Primorye krai,1105,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44930,RUS_44930,Pskov oblast,4,62,"1,31,56,62,44930",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",94,Pskov oblast,Pskov,4,admin2,1,1,Pskov oblast,1158,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44932,RUS_44932,Republic of Adygeya,4,62,"1,31,56,62,44932",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",95,Republic of Adygeya,Adygeya,4,admin2,1,1,Republic of Adygeya,1179,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44967,RUS_44967,Republic of Altai,4,62,"1,31,56,62,44967",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",96,Republic of Altai,Altai,4,admin2,1,1,Republic of Altay,1184,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44947,RUS_44947,Republic of Bashkortostan,4,62,"1,31,56,62,44947",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",97,Republic of Bashkortostan,Bashkortostan,4,admin2,1,1,Republic of Bashkortostan,1180,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44968,RUS_44968,Republic of Buryatia,4,62,"1,31,56,62,44968",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",98,Republic of Buryatia,Buryatia,4,admin2,1,1,Republic of Buryatia,1181,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44940,RUS_44940,Republic of Dagestan,4,62,"1,31,56,62,44940",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",99,Republic of Dagestan,Dagestan,4,admin2,1,1,Republic of Dagestan,1182,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
714,35,44941,RUS_44941,Republic of Ingushetia,4,62,"1,31,56,62,44941",56,Eastern Europe,31,"Central Europe, Eastern Europe, and Central Asia",100,Republic of Ingushetia,Ingushetia,4,admin2,1,1,Republic of Ingushetia,1126,NA,03/06/2020 17:03,NA,03/06/2020 17:03,03/06/2020 17:03
